cliente_id,nombre,email,telefono,edad,genero,ciudad,categoria_producto,monto_compra,salario_mensual,score_satisfaccion,metodo_pago,fecha_registro,fecha_ultima_compra,estado_cliente,num_compras,region
2299,Sergio Sánchez,usuario2299@hotmail.com,3014348559,63,Female,CALI,Hogar,702230.08,2508708.12,3.5,Efectivo,2020/04/24,20/01/2023,Cancelado,47.0,Norte
2300,Natalia Rodríguez,usuario2300@gmail.com,3103125071,20,,Barranquilla,electronica,24122.47,2282573.46,6.2,,2022/01/10,2024/09/27,pendiente,17.0,
2301,Sergio García,usuario2301@gmail.com,3157755714,38,Male,Medellín,Deportes,477701.65,3134383.71,2.5,Efectivo,06-22-2024,2021/08/24,inactivo,9.0,Centro
2302,Natalia García,usuario2302@empresa.co,,67,FEMENINO,Cali,Deportes,7555.75,4323637.33,3.7,,2023/06/24,2024/09/01,Cancelado,11.0,
2303,Luis Flores,usuario2303@empresa.co,3115793798,57,,Cartagena,deportes,241115.02,1858195.15,2.8,efectivo,2022-12-05,05/02/2024,Activo,24.0,Occidente
2304,Sergio Flores,usuario2304@outlook.com,3108671065,37,FEMENINO,barranquilla,Alimentos,234834.76,3637675.88,6.4,Tarjeta Débito,2022-12-02,04 Apr 2020,ACTIVO,12.0,Occidente
2305,Laura Pérez,usuario2305@yahoo.com,3001397381,54,Male,Pereira,electronica,,3276959.48,7.7,PSE,26 Aug 2020,15/09/2023,Inactivo,47.0,Norte
2306,Sergio Pérez,usuario2306@gmail.com,,22,,medellin,Hogar,117051.54,3268138.96,8.3,PSE,19/09/2023,2020/12/20,Activo,31.0,
2307,Ana Flores,usuario2307@outlook.com,3106174234,38,Female,Manizales,Electrónica,279374.23,-1000.0,3.7,TARJETA CREDITO,2020/12/03,06-10-2020,pendiente,34.0,Norte
2308,Juan Martínez,usuario2308@hotmail.com,3004013240,29,m,Pereira,electronica,314894.65,,8.4,PSE,2020/08/21,,Activo,11.0,Oriente
2309,Pedro Pérez,usuario2309@empresa.co,3109224795,68,F,barranquilla,HOGAR,297210.77,5720394.8,8.6,Tarjeta Crédito,2022-02-28,06-09-2021,activo,10.0,Oriente
2310,Luis Pérez,usuario2310@outlook.com,3155500077,44,f,Manizales,Ropa,155200.32,4264152.01,,Nequi,22-09-2024,2023/05/13,Cancelado,2.0,
2311,Juan Martínez,sin_email,3001956654,43,MASCULINO,Manizales,Hogar,17149.56,3699516.03,2.6,efectivo,2021-11-08,2023-05-23,Inactivo,43.0,Centro
2312,Paola Torres,usuario2312@yahoo.com,3004736995,32,FEMENINO,medellin,electronica,76762.18,4155966.07,9.2,Nequi,2024-04-09,24 Apr 2023,activo,50.0,Sur
2313,Pedro González,usuario2313@yahoo.com,3129290908,60,Female,CALI,electronica,207672.57,1787178.94,6.1,TARJETA CREDITO,20 Jul 2022,04-11-2020,ACTIVO,42.0,Sur
2314,Ana Flores,sin_email,3201864433,41,FEMENINO,Barranquilla,Ropa,306835.32,5494263.61,100.0,Tarjeta Crédito,03-11-2020,12/09/2020,activo,19.0,Centro
2315,Diana Flores,usuario2315@gmail.com,3127449110,66,,barranquilla,Alimentos,88532.31,1651452.23,7.1,efectivo,2023-06-20,21 Sep 2022,activo,10.0,Sur
2316,María Ramírez,usuario2316@outlook.com,3119835547,48,,Manizales,Tecnología,200118.25,3791741.5,9.0,Tarjeta Débito,2022/10/15,09-23-2022,ACTIVO,42.0,
2317,Diana López,usuario2317@outlook.com,3204935857,70,Male,Cúcuta,ROPA,406513.88,1112847.13,4.0,Tarjeta Débito,17-12-2020,2020-07-03,ACTIVO,15.0,Sur
2318,Carlos López,usuario2318@gmail.com,3153233079,59,M,barranquilla,Tecnología,182155.81,2521953.9,1.3,efectivo,07 Oct 2020,2020/07/30,Activo,8.0,Norte
2319,Laura Sánchez,usuario2319@empresa.co,3002748702,,Male,Santa Marta,Deportes,598613.89,1868747.35,2.0,efectivo,19-05-2022,2024/11/07,Inactivo,,Occidente
2320,Diana García,usuario2320@hotmail.com,3157052695,46,MASCULINO,Santa Marta,Electrónica,226138.27,3164265.72,8.0,efectivo,13 Sep 2022,2020-10-21,pendiente,46.0,
2321,Laura Gómez,usuario2321@outlook.com,3013981936,59,Male,Cúcuta,Electrónica,218531.06,129426.14,,Tarjeta Crédito,05-03-2021,,Inactivo,10.0,Oriente
2322,Miguel Sánchez,usuario2322@gmail.com,3015068239,57,m,Bogotá,HOGAR,136150.7,4152465.18,7.5,,11 Sep 2020,02 Jan 2023,Pendiente,16.0,Oriente
2323,,usuario2323@hotmail.com,3111620210,20,FEMENINO,CALI,deportes,111306.87,5252084.8,3.4,TARJETA CREDITO,2022/09/10,29 Aug 2022,ACTIVO,30.0,
2324,Luis López,usuario2324@yahoo.com,000,38,MASCULINO,Bogotá,Hogar,802370.7,3235175.41,7.9,tarjeta débito,2023-01-23,2024/11/18,pendiente,32.0,
2325,María Rivera,usuario2325@hotmail.com,3119906182,68,Masculino,BOGOTA,HOGAR,127237.11,3523088.36,0.0,efectivo,04 Nov 2022,29/02/2020,Cancelado,28.0,
2326,Miguel Martínez,usuario2326@yahoo.com,3013803321,42,f,  Cartagena  ,Tecnología,272177.63,2852593.38,9.7,tarjeta débito,20/02/2023,02-11-2021,ACTIVO,20.0,Occidente
2327,Sandra González,usuario2327@empresa.co,,64,Female,Santa Marta,alimentos,426316.54,3615462.62,9.3,tarjeta débito,2024/09/15,2022-09-09,pendiente,1.0,Centro
2328,Miguel Torres,usuario2328@yahoo.com,3122342448,51,Female,Cartagena,electronica,211797.2,3711464.78,5.3,TARJETA CREDITO,2024-01-24,2021-10-03,Inactivo,50.0,Occidente
2329,María Ramírez,usuario2329@yahoo.com,3014494274,41,MASCULINO,medellin,electronica,382054.56,4943809.21,9.6,Tarjeta Crédito,25/10/2020,01/11/2024,Pendiente,44.0,Occidente
2330,Carlos Rivera,usuario2330@yahoo.com,3011631045,50,FEMENINO,BOGOTA,deportes,426037.58,2831005.89,8.2,TARJETA CREDITO,18/03/2023,20/05/2022,Activo,22.0,Sur
2331,Miguel Flores,usuario2331@yahoo.com,3009671721,20,Masculino,Barranquilla,HOGAR,168605.66,6354458.78,8.4,Nequi,29 May 2020,28-02-2024,Cancelado,29.0,Centro
2332,Jorge Martínez,usuario2332@gmail.com,3107803325,59,Femenino,Santa Marta,Tecnología,130668.03,2960996.02,7.2,pse,01-02-2022,05-13-2024,pendiente,23.0,Occidente
2333,Laura Martínez,usuario2333@outlook.com,3113410393,50,Femenino,  Cartagena  ,ROPA,200402.84,5995966.63,-1.0,Efectivo,02-06-2021,,inactivo,21.0,Occidente
2334,Sergio Torres,usuario2334@outlook.com,3109045915,24,m,Cartagena,HOGAR,108854.77,-1000.0,8.8,Nequi,11/09/2024,19/06/2022,Cancelado,36.0,
2335,Miguel Flores,usuario2335@outlook.com,3014523314,67,MASCULINO,Santa Marta,Electrónica,623140.74,3308537.74,2.9,Tarjeta Débito,2020/05/17,2022-05-08,inactivo,41.0,Occidente
2336,Luis Martínez,usuario2336@empresa.co,3125881171,18,,Bucaramanga,ROPA,28688.67,4004234.34,,Tarjeta Crédito,31 Mar 2020,2021-06-07,pendiente,14.0,Norte
2337,Ana García,usuario2337@empresa.co,3118413769,31,F,Medellín,Tecnología,132822.7,3209291.22,5.9,Efectivo,,19/10/2021,Activo,26.0,
2338,Juan Torres,usuario2338@empresa.co,---,67,FEMENINO,Bucaramanga,ROPA,735108.33,4055002.25,1.1,Efectivo,08 Jan 2023,07-17-2024,Cancelado,13.0,Norte
2339,Laura Martínez,usuario2339@gmail.com,3011814147,61,Male,medellin,ROPA,342970.61,5108874.49,6.9,Efectivo,,2024-08-31,pendiente,17.0,Centro
2340,Laura García,usuario2340@empresa.co,3005073193,24,Female,Cúcuta,Deportes,358460.3,3755872.34,6.9,TARJETA CREDITO,2022-02-21,15/07/2024,inactivo,33.0,Occidente
2341,Natalia García,usuario2341@gmail.com,3002888154,71,F,Pereira,Hogar,8845.68,2406319.38,1.4,Tarjeta Débito,31/08/2020,01-07-2020,Cancelado,1.0,Norte
2342,Ana Gómez,usuario2342@gmail.com,3203622511,65,FEMENINO,Cúcuta,Electrónica,27743.99,2344278.53,9.1,Tarjeta Crédito,20/08/2023,2021-10-19,activo,14.0,Sur
2343,María Martínez,usuario2343@empresa.co,3004248663,59,FEMENINO,barranquilla,ROPA,,2388974.18,9.2,pse,2024-09-01,04-18-2021,pendiente,35.0,Norte
2344,Carlos González,usuario2344@yahoo.com,3115848779,22,F,CALI,alimentos,211338.86,3475423.3,6.1,Tarjeta Débito,19-11-2024,2023/11/19,Cancelado,23.0,Norte
2345,Jorge Pérez,usuario2345@outlook.com,3159016756,27,M,Santa Marta,Hogar,13735.26,4940149.96,8.7,PSE,20/10/2024,11-11-2024,pendiente,28.0,Oriente
2346,Jorge Flores,usuario2346@gmail.com,3015367420,,,  Cartagena  ,HOGAR,1342186.75,4539639.75,4.6,efectivo,15 Jan 2020,2024-12-21,pendiente,2.0,Centro
2347,Pedro Flores,usuario2347@yahoo.com,N/A,20,,Medellín,alimentos,,3654261.68,1.3,pse,2024/10/10,2024/01/16,activo,29.0,Centro
2348,María Torres,usuario2348@outlook.com,3207046901,21,Masculino,Barranquilla,electronica,586671.51,3213114.21,8.9,TARJETA CREDITO,2024-06-19,2021-06-01,Pendiente,50.0,Centro
2349,Pedro García,usuario2349@outlook.com,3118194179,34,M,barranquilla,Electrónica,316160.7,2607239.25,3.2,PSE,21/12/2022,05-09-2024,ACTIVO,29.0,Sur
2350,Ana Torres,usuario2350@outlook.com,3207227336,54,Femenino,Cali,Alimentos,723391.54,2940392.9,9.6,TARJETA CREDITO,10-12-2022,2020/06/27,Activo,49.0,Oriente
2351,Natalia Sánchez,usuario2351@hotmail.com,3102020699,34,FEMENINO,Cali,alimentos,220592.86,7373272.1,3.3,PSE,2020-02-11,03 Jan 2021,inactivo,37.0,Oriente
2352,Pedro Ramírez,usuario2352@yahoo.com,3127731842,46,Male,BOGOTA,HOGAR,144920.98,3349187.69,9.4,pse,19/12/2024,25-07-2022,inactivo,37.0,Sur
2353,Miguel Martínez,usuario2353@empresa.co,3103329328,45,MASCULINO,Medellín,alimentos,9401.54,3762792.67,3.4,tarjeta débito,06-07-2021,12/01/2023,Activo,18.0,Norte
2354,Andrés García,usuario2354@gmail.com,000,42,m,Cali,Tecnología,377186.76,5063383.33,1.5,pse,03-12-2020,29-06-2022,inactivo,7.0,
2355,Laura González,usuario2355@outlook.com,3008974328,52,F,Cartagena,Hogar,122635.05,3605046.76,1.7,,2023/01/09,,inactivo,16.0,Oriente
2356,Pedro Torres,usuario2356@hotmail.com,3019583879,,F,Cúcuta,ROPA,,2330943.82,,PSE,,,inactivo,46.0,Norte
2357,Laura Sánchez,usuario2357@outlook.com,3121454765,22,Male,Bucaramanga,Alimentos,221461.92,3722088.62,9.9,Tarjeta Crédito,30/09/2020,2020/08/14,Inactivo,41.0,
2358,Ana García,usuario2358@outlook.com,3101131161,55,Female,Cartagena,Ropa,274226.83,2688091.59,-1.0,Nequi,2024/04/27,02 Jul 2020,Activo,12.0,
2359,Sergio Gómez,usuario2359@hotmail.com,3012033288,,,Barranquilla,HOGAR,461577.54,4310461.33,5.9,pse,2023/01/20,10 Sep 2020,activo,36.0,Centro
2360,Laura Sánchez,usuario2360@yahoo.com,3104723313,40,m,  Cartagena  ,Deportes,172904.43,1826622.55,,,23/11/2021,05-15-2024,ACTIVO,11.0,Sur
2361,Diana Rivera,usuario2361@hotmail.com,3107050632,24,FEMENINO,BOGOTA,HOGAR,431901.5,4359071.97,5.3,Efectivo,24 Mar 2020,15-09-2022,Inactivo,22.0,
2362,Pedro Rivera,usuario2362@outlook.com,3114037524,61,m,Cali,Ropa,129588.46,3442849.29,9.0,Nequi,03 Jun 2023,2023-04-30,ACTIVO,27.0,Centro
2363,,usuario2363@outlook.com,,23,FEMENINO,Cúcuta,alimentos,,4283551.04,2.0,Nequi,05 Aug 2020,2021-10-17,ACTIVO,21.0,Norte
2364,María Martínez,usuario2364@outlook.com,3156444522,46,F,Cúcuta,alimentos,1308819.13,0.0,8.0,,07-22-2023,20-11-2020,Cancelado,4.0,Oriente
2365,Sergio Rivera,usuario2365@hotmail.com,3001051825,70,FEMENINO,Bogotá,Deportes,204488.84,5031292.04,11.0,efectivo,,,pendiente,16.0,Norte
2366,Ana Pérez,usuario2366@yahoo.com,3155929565,48,Female,Barranquilla,electronica,73966.97,4402947.3,8.4,Tarjeta Débito,2024-07-16,12-10-2022,activo,44.0,Norte
2367,Luis Rivera,usuario2367@empresa.co,3003910306,32,Female,Cali,electronica,187185.39,5155794.22,3.7,TARJETA CREDITO,2024/06/08,14 Nov 2021,Activo,17.0,
2368,Luis Sánchez,usuario2368@yahoo.com,3207079838,43,Femenino,Bucaramanga,HOGAR,19972.89,4932731.53,8.8,TARJETA CREDITO,2020-06-30,22 Sep 2021,Activo,8.0,Norte
2369,,usuario2369@empresa.co,3205140773,72,Male,Barranquilla,Deportes,29822.41,4535725.76,9.4,TARJETA CREDITO,22/08/2020,09/01/2022,pendiente,46.0,Sur
2370,,usuario2370@yahoo.com,3118781512,58,Male,Pereira,HOGAR,142227.79,4022939.2,6.9,Nequi,06 Feb 2024,03/07/2020,inactivo,44.0,Oriente
2371,Jorge Pérez,usuario2371@gmail.com,3112452023,61,MASCULINO,Medellín,deportes,84405.46,3932287.49,2.1,efectivo,2020/05/29,26/09/2020,ACTIVO,9.0,Sur
2372,Paola Ramírez,usuario2372@outlook.com,,68,Male,Cartagena,Ropa,17482.42,,5.1,tarjeta débito,2020/12/04,2024/09/03,Cancelado,41.0,Sur
2373,Sandra Torres,usuario2373@empresa.co,3002673089,59,m,Cartagena,Ropa,914198.5,,3.9,Efectivo,26 Jan 2021,13/06/2020,activo,34.0,Centro
2374,Ana Ramírez,usuario2374@empresa.co,3004902452,18,Male,Barranquilla,ROPA,91992.94,1143632.49,9.4,Tarjeta Débito,24/11/2023,08 Mar 2024,Inactivo,3.0,Sur
2375,Ana Flores,usuario2375@empresa.co,3004757371,53,FEMENINO,barranquilla,ROPA,392158.29,2982518.19,,TARJETA CREDITO,2021/02/25,04-23-2022,Cancelado,1.0,Sur
2376,Diana González,usuario2376@hotmail.com,3013676465,20,Male,Santa Marta,Ropa,,3029361.49,2.9,,04 Jul 2023,05-14-2021,inactivo,28.0,Sur
2377,Ana Ramírez,usuario2377@gmail.com,3156113519,,MASCULINO,BOGOTA,alimentos,,1134054.58,8.6,Tarjeta Crédito,25 Oct 2024,2021/07/23,Cancelado,,Occidente
2378,Diana Flores,usuario2378@hotmail.com,3159287569,52,Femenino,Bogotá,Hogar,283321.84,4095396.1,4.4,Nequi,18-10-2021,09-12-2023,activo,6.0,Norte
2379,Ana Pérez,usuario2379@gmail.com,3106345735,23,Male,Bucaramanga,Tecnología,154797.98,4849201.25,2.7,pse,,27 Apr 2024,Inactivo,43.0,Centro
2380,María Gómez,usuario2380@yahoo.com,3116619891,65,Masculino,Medellín,Deportes,79477.94,4798919.83,,Efectivo,11-09-2023,05 Jul 2020,Pendiente,10.0,Centro
2381,Miguel Flores,usuario2381@outlook.com,3203306969,64,m,  Cartagena  ,alimentos,70923.86,3959364.2,9.7,Nequi,24/09/2022,26-08-2022,Activo,44.0,Oriente
2382,Sergio Sánchez,usuario2382@hotmail.com,3156231962,44,MASCULINO,Bucaramanga,Deportes,74932.31,3756898.51,,Efectivo,2020-01-07,01 Jan 2021,pendiente,15.0,Occidente
2383,Carlos Flores,usuario2383@empresa.co,3203888943,72,Female,Santa Marta,Alimentos,434090.54,,3.7,efectivo,2023/07/20,2024-08-07,inactivo,32.0,Sur
2384,Juan Ramírez,usuario2384@outlook.com,---,28,Male,Cúcuta,Alimentos,,3540793.51,6.9,Nequi,26-12-2024,20 May 2020,activo,39.0,
2385,Miguel González,usuario2385@yahoo.com,3123773158,57,FEMENINO,Bucaramanga,Ropa,32630.82,0.0,8.0,Tarjeta Crédito,2020/10/11,24/07/2020,Inactivo,44.0,Oriente
2386,Sergio González,usuario2386@yahoo.com,3127421500,30,F,CALI,deportes,736157.4,3882173.3,2.5,Tarjeta Débito,,,Pendiente,36.0,Oriente
2387,Andrés Rivera,usuario2387@hotmail.com,3014806349,60,,BOGOTA,deportes,66806.27,4275642.76,2.1,tarjeta débito,2024-12-09,2020/04/30,ACTIVO,6.0,Centro
2388,María Rodríguez,usuario2388@yahoo.com,3159183712,72,MASCULINO,medellin,Ropa,112754.51,1783606.33,1.4,PSE,18 Feb 2020,18 Jul 2022,activo,7.0,
2389,Andrés Flores,usuario2389@yahoo.com,3155405999,N/A,Male,Cali,Deportes,258614.48,1590124.19,1.7,PSE,,11-08-2021,Inactivo,32.0,Occidente
2390,Luis Rivera,usuario2390@gmail.com,3111829273,53,f,Manizales,Hogar,115971.67,3874157.07,4.0,Nequi,,2024/06/05,ACTIVO,24.0,Centro
2391,Andrés Martínez,usuario2391@hotmail.com,3127373745,desconocido,f,Manizales,Ropa,588238.06,2163773.66,7.0,efectivo,05 Dec 2023,2023-10-06,Inactivo,16.0,Oriente
2392,Sandra López,usuario2392@outlook.com,3208694491,-5,F,Santa Marta,electronica,113996.32,-1000.0,2.7,Efectivo,17-05-2021,2024-06-21,ACTIVO,42.0,Centro
2393,Sergio Torres,usuario2393@yahoo.com,3122331071,55,Femenino,CALI,Electrónica,220582.95,4004761.2,,efectivo,09-22-2023,18 Oct 2023,inactivo,14.0,Norte
2394,,usuario2394outlook.com,,39,F,CALI,Tecnología,21282.24,2808182.28,8.3,TARJETA CREDITO,2024/03/25,30-06-2024,Inactivo,36.0,Occidente
2395,Sergio Torres,usuario2395@gmail.com,3101517555,60,Masculino,  Cartagena  ,deportes,247850.2,3145121.22,10.0,PSE,26/04/2023,2020/08/02,Inactivo,21.0,Centro
2396,Pedro Pérez,usuario2396@outlook.com,3002002613,24,FEMENINO,Barranquilla,alimentos,331130.6,4382875.13,6.9,efectivo,2024-08-03,2020-09-23,activo,38.0,Sur
2397,Ana Ramírez,usuario2397@yahoo.com,3122299233,22,,CALI,Electrónica,75890.16,5658191.81,9.0,PSE,01-07-2023,,Pendiente,,
2398,Miguel García,usuario2398@outlook.com,3207213689,38,,Cartagena,alimentos,140638.28,1699804.37,,pse,2023-10-01,31/03/2020,activo,37.0,Occidente
2399,Luis López,usuario2399@hotmail.com,3206727763,39,FEMENINO,Bogotá,Ropa,14237.0,4902399.8,3.5,Nequi,2022/12/29,17 Apr 2022,Cancelado,6.0,Centro
2400,Paola Martínez,usuario2400@gmail.com,3159937962,37,Femenino,barranquilla,Tecnología,465568.58,2965649.99,1.6,tarjeta débito,2020/09/01,2021/02/25,activo,28.0,Centro
2401,Pedro Rivera,,3152057516,27,F,Cartagena,Electrónica,571497.6,2849143.04,6.3,TARJETA CREDITO,2021-02-15,04 Jun 2022,activo,18.0,Occidente
2402,Laura Sánchez,,3154374710,41,f,barranquilla,Alimentos,384784.67,3508233.51,6.5,Tarjeta Débito,2023/11/24,2020/04/11,ACTIVO,20.0,Oriente
2403,Sergio Torres,usuario2403@empresa.co,3012039640,45,Masculino,medellin,Tecnología,,3641823.82,9.2,PSE,,2024-03-15,inactivo,22.0,Centro
2404,,usuario2404@outlook.com,3014832346,38,Male,Pereira,Electrónica,241619.24,3360286.68,4.5,TARJETA CREDITO,2021/11/25,01-02-2024,inactivo,38.0,Sur
2405,Andrés Pérez,usuario2405@gmail.com,3015566387,32,F,Pereira,Alimentos,195759.99,0.0,6.1,Tarjeta Débito,,2023/10/01,Cancelado,13.0,Occidente
2406,Carlos García,usuario2406@empresa.co,3106561834,59,f,Bucaramanga,Tecnología,269230.73,4197821.96,3.0,Tarjeta Débito,22 Nov 2024,08-31-2021,Cancelado,33.0,Sur
2407,Laura Torres,usuario2407@gmail.com,,71,Female,Bogotá,Hogar,59710.98,1884540.48,,pse,12-04-2021,2024-03-23,Activo,5.0,Oriente
2408,Laura Gómez,usuario2408@gmail.com,no tiene,61,M,Cartagena,Deportes,215107.09,99999999.0,6.3,pse,,17-04-2024,Cancelado,25.0,Centro
2409,Jorge Rodríguez,usuario2409@empresa.co,3159932997,74,m,barranquilla,deportes,293069.44,1985933.09,7.6,Tarjeta Débito,27/03/2021,2021/11/03,pendiente,27.0,Centro
2410,Natalia Pérez,usuario2410@outlook.com,3007993671,46,Femenino,Pereira,Alimentos,,3020068.57,4.1,,12 Jul 2022,2023/09/24,Pendiente,41.0,Oriente
2411,Carlos Rodríguez,usuario2411@yahoo.com,3127862042,37,MASCULINO,barranquilla,electronica,125267.86,2565335.88,4.6,TARJETA CREDITO,2023-11-06,03-09-2023,Pendiente,10.0,
2412,Pedro López,usuario2412@gmail.com,3156263202,24,,BOGOTA,Electrónica,164628.65,2975446.24,8.0,Efectivo,02 Oct 2021,05-11-2020,Inactivo,8.0,Oriente
2413,Paola Gómez,,3114551367,56,F,medellin,deportes,25803.24,1949617.63,2.3,tarjeta débito,2022-04-16,04-11-2022,Pendiente,43.0,Oriente
2414,Laura Ramírez,usuario2414@empresa.co,3154103409,35,Masculino,Barranquilla,ROPA,440604.06,3349471.97,5.0,Tarjeta Crédito,08-14-2024,2023-12-02,Activo,46.0,Oriente
2415,Jorge Rivera,usuario2415@outlook.com,3157715012,26,Female,Santa Marta,Ropa,183008.5,2458804.7,5.1,PSE,12-23-2023,2021-03-26,Cancelado,9.0,Oriente
2416,Sandra Ramírez,usuario2416@hotmail.com,3123859111,30,F,Cali,HOGAR,154039.77,2803797.43,2.2,efectivo,25/07/2020,10/05/2023,Pendiente,36.0,Norte
2417,Sergio Gómez,usuario2417@empresa.co,3128272402,74,f,medellin,Hogar,229683.72,4237253.65,4.6,tarjeta débito,06-05-2020,20/07/2020,Pendiente,42.0,Sur
2418,Diana Gómez,usuario2418@outlook.com,3127906075,64,F,Santa Marta,Electrónica,423887.21,3472709.82,,,26 Nov 2021,2023/10/23,Cancelado,16.0,
2419,Miguel González,usuario2419@hotmail.com,3004099652,-5,,Cali,Hogar,365176.36,2636905.91,1.1,TARJETA CREDITO,2024-08-06,05-21-2023,pendiente,15.0,Centro
2420,Jorge Rodríguez,usuario2420@yahoo.com,3114232226,58,MASCULINO,Barranquilla,HOGAR,47426.02,1415910.27,,TARJETA CREDITO,09 Oct 2024,17 Nov 2021,Inactivo,4.0,Oriente
2421,Miguel Rivera,usuario2421@empresa.co,3006372437,,Femenino,Cali,ROPA,101264.84,4827524.28,,,12-03-2023,02 Jun 2022,activo,8.0,Centro
2422,Natalia Rodríguez,usuario2422@outlook.com,3115691635,43,Female,Pereira,Alimentos,,4647801.81,10.0,,2022/04/22,11-01-2023,Pendiente,28.0,Norte
2423,Pedro Sánchez,usuario2423@gmail.com,3203831502,31,m,Pereira,HOGAR,353986.71,3088501.45,2.0,Nequi,,08 Aug 2024,pendiente,,
2424,Sergio Flores,,3125563436,53,f,Santa Marta,deportes,8255.93,4627247.43,9.9,PSE,19-10-2024,06-08-2022,pendiente,12.0,Oriente
2425,Laura González,usuario2425@yahoo.com,3153991703,75,F,Bogotá,HOGAR,172750.21,5107877.14,6.8,efectivo,2023-11-30,11-14-2020,activo,,Oriente
2426,,usuario2426@yahoo.com,3009631856,48,,Santa Marta,Ropa,262790.68,4979685.26,8.8,TARJETA CREDITO,2020-12-20,06/01/2022,Inactivo,35.0,Centro
2427,Natalia Sánchez,usuario2427empresa.co,3016658647,27,Masculino,Pereira,HOGAR,276466.15,1989534.95,8.1,,09 Jan 2022,02 Jul 2023,inactivo,48.0,Oriente
2428,Luis Martínez,usuario2428@yahoo.com,3203655234,32,Male,Pereira,deportes,352223.7,4176618.61,8.0,efectivo,2024/11/01,22/08/2022,Cancelado,48.0,Norte
2429,Luis Sánchez,usuario2429yahoo.com,3202100493,55,f,Barranquilla,deportes,134746.08,4423744.91,1.0,Tarjeta Crédito,08/06/2024,25-08-2024,Activo,14.0,Sur
2430,Laura González,usuario2430@outlook.com,3124053025,36,Male,medellin,deportes,744250.21,4068844.87,9.8,PSE,07-12-2021,2021/01/29,Activo,4.0,Oriente
2431,Laura Rivera,usuario2431@empresa.co,3018693651,50,Female,Medellín,Hogar,346721.61,3115303.53,5.9,,06 Aug 2023,01/06/2024,Pendiente,27.0,
2432,Miguel Rivera,usuario2432@gmail.com,3005012128,43,F,Bucaramanga,Alimentos,367593.54,4849613.91,,Nequi,22-02-2021,05-24-2020,pendiente,44.0,Sur
2433,Ana Ramírez,usuario2433@gmail.com,3151372528,18,Femenino,Cali,HOGAR,903955.56,3639473.11,9.7,tarjeta débito,29-10-2020,2023-05-18,Cancelado,38.0,Occidente
2434,Sandra Sánchez,usuario2434@yahoo.com,3111323950,72,M,BOGOTA,Deportes,438749.04,2795563.7,5.4,efectivo,28 Mar 2020,02-21-2021,ACTIVO,13.0,Oriente
2435,Diana Flores,usuario2435@gmail.com,3017749707,57,Male,Manizales,Electrónica,102572.3,3511852.3,1.1,,08-31-2024,04-28-2024,ACTIVO,7.0,Norte
2436,Diana Flores,usuario2436@empresa.co,3116966725,66,Female,Medellín,Electrónica,744805.21,3365266.91,2.7,Nequi,2020-03-14,19/11/2023,ACTIVO,5.0,Centro
2437,Andrés López,usuario2437@gmail.com,3004030592,46,Male,barranquilla,alimentos,,4267158.25,2.1,PSE,12-02-2021,08-10-2023,activo,,Centro
2438,Sergio Martínez,usuario2438@outlook.com,3005963414,54,F,Manizales,HOGAR,188818.38,1348115.66,6.9,Nequi,,01-28-2020,Inactivo,36.0,Occidente
2439,Miguel Torres,usuario2439@outlook.com,3004504270,60,FEMENINO,Manizales,Alimentos,32182.02,4429477.18,2.3,,2023/12/01,10-03-2020,Pendiente,,Centro
2440,Luis Martínez,usuario2440@gmail.com,3009053008,27,Female,Pereira,ROPA,166720.16,3156423.61,2.6,TARJETA CREDITO,11-06-2022,2021/09/12,Inactivo,9.0,Occidente
2441,Luis González,usuario2441@outlook.com,3159189578,48,F,Manizales,Tecnología,504882.43,3952432.2,1.1,tarjeta débito,29/07/2024,,Activo,23.0,Oriente
2442,Pedro Flores,usuario2442@yahoo.com,3119008571,20,F,Cartagena,Tecnología,89515.58,2983547.56,3.9,tarjeta débito,2023-12-03,09-10-2021,Inactivo,27.0,Oriente
2443,Jorge Rivera,sin_email,3124633289,49,f,Pereira,deportes,266748.97,3084548.5,2.7,pse,2020/01/09,10/02/2023,inactivo,,Norte
2444,Pedro Sánchez,usuario2444@hotmail.com,3101369847,34,Female,Pereira,Hogar,506843.66,3791994.44,6.3,tarjeta débito,28/03/2023,29/01/2021,Inactivo,8.0,Oriente
2445,Jorge Torres,usuario2445@yahoo.com,3201513923,20,,Cali,Ropa,,4862657.45,1.0,PSE,2022-09-14,2020-09-20,inactivo,15.0,Sur
2446,Ana Gómez,usuario2446@empresa.co,3011726775,51,Male,CALI,Tecnología,61497.41,2953236.91,11.0,tarjeta débito,10 Nov 2020,25-01-2020,pendiente,30.0,
2447,Carlos Rivera,usuario2447@hotmail.com,3208109901,41,FEMENINO,medellin,Hogar,495603.19,4378788.24,8.2,Tarjeta Crédito,2023-03-22,2021-01-13,inactivo,5.0,Centro
2448,Ana López,usuario2448@gmail.com,3155984829,47,Masculino,CALI,Alimentos,308125.42,2302834.32,9.0,efectivo,2022-03-02,08-02-2020,activo,31.0,Sur
2449,Laura Rodríguez,usuario2449@gmail.com,3128022676,20,m,  Cartagena  ,Deportes,182901.85,2640329.02,2.0,Tarjeta Débito,18/07/2023,24 Feb 2022,Cancelado,41.0,
2450,María Rivera,usuario2450@hotmail.com,3155497418,38,Male,Bogotá,Ropa,250611.11,3263222.46,7.0,tarjeta débito,2021/07/04,,pendiente,47.0,Occidente
